timestamp_s
16.965
17.455
17.935
18.465
18.995
19.505
20.035
20.555
21.095
21.605
22.135
22.655
23.185
23.695
24.225
24.765
25.325
25.805
26.325
26.845
27.415
27.925
28.425
28.945
29.495
29.985
30.515
31.045
31.575
32.085
32.625
33.135
33.675
34.215
34.715
35.225
35.775
36.275
36.805
37.345
37.865
38.375
38.905
39.425
39.965
40.465
41.005
41.525
42.055
42.595
43.095
43.615
44.185
44.665
45.185
45.715
46.255
46.755
47.285
47.815
48.335
48.855
49.385
49.905
50.465
51.005
51.485
51.995
52.555
53.055
53.575
54.115
54.635
55.145
55.675
56.195
56.755
57.245
57.765
58.295
58.865
59.215
59.625
60.245
60.645
61.375
61.745
62.345
62.745
63.095
63.435
63.835
64.445
64.845
65.525
65.925
66.545
66.935
67.645
68.025
68.675
69.065
69.685
70.135
70.745
71.145
71.455
71.785
72.225
72.885
73.225
73.885
74.315
74.935
75.345
76.005
76.415
77.025
77.425
78.075
78.515
79.175
79.535
79.875
80.615
81.225
81.625
82.265
82.705
83.325
83.755
84.125
84.805
85.455
85.815
86.145
86.465
86.905
87.535
87.915
88.225
88.555
88.995
89.605
90.005
90.335
90.655
91.095
91.695
92.125
92.745
93.185
93.805
94.195
94.845
95.285
95.895
96.325
96.955
97.385
97.995
98.395
99.035
99.475
100.105
100.755
101.125
101.575
102.225
102.575
102.915
103.225
103.665
104.275
104.695
105.325
105.765
106.375
106.775
107.115
107.425
107.865
108.505
108.895
109.215
109.965
110.565
110.965
111.615
112.055
112.705
113.065
113.375
113.715
114.155
114.765
115.165
115.805
116.245
116.855
117.265
117.585
117.905
118.345
118.995
119.375
119.685
119.995
120.445
121.055
121.455
122.105
122.535
123.135
123.545
123.885
124.195
124.625
125.275
125.665
126.285
126.725
127.335
127.735
128.385
128.825
129.455
129.855
130.165
130.475
130.925
131.535
131.935
132.565
133.015
133.675
134.025
134.335
134.735
135.115
135.725
136.115
136.445
136.815
137.205
137.815
138.205
138.925
139.305
139.915
140.295
140.625
141.015
141.395
142.005
142.405
142.725
143.045
143.495
144.155
144.505
145.155
145.585
146.235
146.625
147.245
147.685
148.295
148.695
149.045
149.355
149.785
150.395
151.065
151.435
151.885
152.495
152.895
153.205
153.535
153.975
154.575
154.995
155.305
155.635
156.065
156.675
157.085
157.725
158.165
158.775
159.445
159.815
160.265
160.895
161.275
161.925
162.365
162.965
163.375
163.675
164.015
164.455
165.115
165.505
165.805
166.115
166.525
167.185
167.585
167.905
168.205
168.645
169.255
169.655
170.305
170.745
171.395
171.785
172.405
172.845
173.455
173.855
174.495
174.935
175.595
176.215
176.585
177.035
177.645
178.055
178.365
178.685
179.125
179.735
180.155
180.785
181.225
181.875
182.235
182.555
182.885
183.315
183.935
184.325
184.985
185.415
186.025
186.425
187.145
187.515
188.125
188.775
189.295
189.825
190.345
190.875
191.395
191.925
192.455
192.995
193.535
194.025
194.545
195.085
195.595
196.115
196.645
197.175
197.685
198.215
198.735
199.275
199.785
200.305
200.835
201.405
201.935
202.405
202.925
203.455
203.965
204.495
205.035
205.555
206.075
206.585
207.115
207.645
208.155
208.685
209.235
209.795
210.285
210.785
211.315
211.845
212.345
212.875
213.405
213.955
214.445
214.975
215.505
216.025
216.545
217.075
217.595
218.135
218.545
218.935
219.555
219.965
220.595
221.045
221.655
222.055
222.695
223.135
223.755
224.155
224.795
225.235
225.845
226.245
226.885
227.325
227.975
228.365
228.985
229.425
230.045
230.435
231.085
231.525
232.155
232.555
233.185
233.615
234.235
234.625
234.935
235.285
235.715
236.355
236.715
237.375
237.805
238.415
238.825
239.125
239.465
239.905
240.565
240.955
241.565
241.995
242.645
243.025
243.645
244.095
244.705
245.105
245.465
246.195
246.795
247.195
247.525
247.845
248.285
248.895
249.295
249.615
249.955
250.375
250.985
251.415
251.725
252.085
252.485
253.095
253.505
254.135
254.575
255.185
255.625
255.925
256.225
256.675
257.295
257.695
258.325
258.765
259.375
259.775
260.435
260.855
261.495
261.885
262.515
262.945
263.625
263.975
264.615
265.055
265.695
266.095
266.715
267.155
267.765
268.165
